method,path,document_name,document_category,document_source,classification,ui_evidence,reason
POST,/member/message/reads,站内信已读-todo,client/member,前台/站内信/站内信已读-todo.bru,DOCUMENTED_UNVERIFIED,,not observed in the current UI interaction coverage; reachability and staleness not yet proven
POST,/member/ocr/checkresult,获取身份验证进程的运行状态和相关的验证结果-double/owen,client/kyc,前台/ocr/获取身份验证进程的运行状态和相关的验证结果-double-owen.bru,DOCUMENTED_UNVERIFIED,,not observed in the current UI interaction coverage; reachability and staleness not yet proven
POST,/member/ocr/setup,初始化ZOLOZ中的身份验证进程-double,client/kyc,前台/ocr/初始化ZOLOZ中的身份验证进程.bru,DOCUMENTED_UNVERIFIED,,not observed in the current UI interaction coverage; reachability and staleness not yet proven
POST,/member/order/submit,提交订单 - felix,client/member,前台/商城/提交订单 - felix.bru,DOCUMENTED_UNVERIFIED,,not observed in the current UI interaction coverage; reachability and staleness not yet proven
POST,/member/otp/login,otp登陆-seven,client/auth,前台/会员登陆注册验证/otp登陆-seven.bru,DOCUMENTED_UNVERIFIED,,not observed in the current UI interaction coverage; reachability and staleness not yet proven
POST,/member/otp/login/v2,otp登陆V2-seven,client/auth,前台/会员登陆注册验证/otp登陆V2-seven.bru,DOCUMENTED_UNVERIFIED,,not observed in the current UI interaction coverage; reachability and staleness not yet proven
POST,/member/password/update,密码修改-seven,client/auth,前台/会员信息/密码修改-seven.bru,DOCUMENTED_UNVERIFIED,,not observed in the current UI interaction coverage; reachability and staleness not yet proven
POST,/member/register,注册,client/auth,前台/会员登陆注册验证/注册.bru,DOCUMENTED_UNVERIFIED,,not observed in the current UI interaction coverage; reachability and staleness not yet proven
POST,/member/retrieve/password,重置密码-seven,client/auth,前台/会员登陆注册验证/重置密码-seven.bru,DOCUMENTED_UNVERIFIED,,not observed in the current UI interaction coverage; reachability and staleness not yet proven
POST,/member/retrieve/passwordbyemail,通过邮箱修改密码-ducky,client/auth,前台/会员信息/通过邮箱修改密码-ducky.bru,DOCUMENTED_UNVERIFIED,,not observed in the current UI interaction coverage; reachability and staleness not yet proven
POST,/member/sms,短信发送-seven|短信发送-wesley,client/member,代理后台/登陆/短信发送-wesley.bru|前台/会员登陆注册验证/短信发送-seven.bru,DOCUMENTED_UNVERIFIED,,not observed in the current UI interaction coverage; reachability and staleness not yet proven
POST,/member/v2/login,密码登陆v2-ducky,client/auth,前台/会员登陆注册验证/密码登陆v2-ducky.bru,ACTIVE,fat-client-network.json action=login_success__password_login; records=121,observed in FAT UI Network
POST,/member/wallet/checkpassword,校验钱包密码-ducky,client/auth,前台/会员信息/校验钱包密码-ducky.bru,DOCUMENTED_UNVERIFIED,,not observed in the current UI interaction coverage; reachability and staleness not yet proven
POST,/member/wallet/password,钱包密码设置-ducky,client/auth,前台/会员信息/钱包密码设置-ducky.bru,DOCUMENTED_UNVERIFIED,,not observed in the current UI interaction coverage; reachability and staleness not yet proven
POST,/member/wallet/password/update,设置新钱包密码-ducky,client/auth,前台/会员信息/设置新钱包密码-ducky.bru,DOCUMENTED_UNVERIFIED,,not observed in the current UI interaction coverage; reachability and staleness not yet proven
POST,/promo/rotation/game/create,创建(带入游戏),client/game,活动/freeSpin/创建(带入游戏).bru,DOCUMENTED_UNVERIFIED,,not observed in the current UI interaction coverage; reachability and staleness not yet proven
POST,/promo/vip/clock/in,补签,client/promo,活动/Vip/补签.bru,DOCUMENTED_UNVERIFIED,,not observed in the current UI interaction coverage; reachability and staleness not yet proven
POST,/promo/vip/daily/loss/claim,每日负盈利-领取奖励-aliang,client/promo,前台/VIP/每日负盈利-领取奖励-aliang.bru,DOCUMENTED_UNVERIFIED,,not observed in the current UI interaction coverage; reachability and staleness not yet proven
POST,/promo/vip/half/moon/claim,半月礼金-领取奖励-aliang,client/promo,前台/VIP/半月礼金-领取奖励-aliang.bru,DOCUMENTED_UNVERIFIED,,not observed in the current UI interaction coverage; reachability and staleness not yet proven
POST,/promo/vip/log/claim/all,领取全部奖励,client/promo,前台/VIP/领取全部奖励.bru,DOCUMENTED_UNVERIFIED,,not observed in the current UI interaction coverage; reachability and staleness not yet proven
POST,/promo/vip/log/claim/byid,领取奖励-aliang,client/promo,前台/VIP/领取奖励-aliang.bru,DOCUMENTED_UNVERIFIED,,not observed in the current UI interaction coverage; reachability and staleness not yet proven
POST,/promo/vip/sign/in,签到,client/promo,活动/Vip/签到.bru,DOCUMENTED_UNVERIFIED,,not observed in the current UI interaction coverage; reachability and staleness not yet proven
POST,/vip/sign/in,vip签到,client/other,前台/任务中心/vip签到.bru,DOCUMENTED_UNVERIFIED,,not observed in the current UI interaction coverage; reachability and staleness not yet proven
PUT,func (that GlifeController) Config(fctx *fasthttp.RequestCtx) {,刷新token-owen|获取系统配置-owen,client/other,前台/刷新token-owen.bru|前台/获取系统配置-owen.bru,DOCUMENTED_UNVERIFIED,,not observed in the current UI interaction coverage; reachability and staleness not yet proven
